ts,curr_pid,pid,src_cpu,dst_cpu,imbalance,src_len,src_numa_len,src_preferred_len,delta,cpu_idle,cpu_not_idle,cpu_newly_idle,same_node,prefer_src,prefer_dst,delta_faults,total_faults,dst_len,src_load,dst_load,nr_fails,cache_nice_tries,buddy_hot,throttled,p_running,test_aggressive,can_migrate,pc_0,pc_1
11224827048421,14572,14567,14,15,13,3,0,0,-11224827390920,0,1,0,1,0,0,0,0,2,0,0,0,0,0,0,0,1,1,4608988394919,1066610446426
11224827058408,14572,10499,14,15,13,3,0,0,-11224827426758,0,1,0,1,0,0,0,0,3,0,0,0,0,0,0,0,1,1,4608988394919,1066610446426
11224827060783,14572,6645,14,15,13,3,0,0,-11224827426758,0,1,0,1,0,0,0,0,3,0,0,0,0,1,0,1,0,0,4608988394919,1066610446426
11225051048171,14558,14564,11,10,9,2,0,0,-11225051433831,0,1,0,1,0,0,0,0,2,0,0,0,0,0,0,0,1,1,3442130053749,853854120735
11225051057250,14558,7154,11,10,9,2,0,0,-11225051433831,0,1,0,1,0,0,0,0,2,0,0,0,0,1,0,1,0,0,3442130053749,853854120735
11225239063170,14561,14564,11,2,8,2,0,0,-11225239299326,0,1,0,1,0,0,0,0,2,0,0,0,1,0,0,0,1,0,3442767410222,853965923965
11225239071621,14561,10493,11,2,8,2,0,0,-11225239420036,0,1,0,1,0,0,0,0,2,0,0,0,1,1,0,1,0,0,3442767410222,853965923965
11225239045570,14560,14564,11,6,8,2,0,0,-11225239299326,0,1,0,1,0,0,0,0,2,0,0,0,1,0,0,0,1,0,3442767410222,853965923965
11225239058002,14560,10493,11,6,8,2,0,0,-11225239420036,0,1,0,1,0,0,0,0,2,0,0,0,1,1,0,1,0,0,3442767410222,853965923965
11225379046959,14558,14564,11,10,26,2,0,0,-11225379146247,0,1,0,1,0,0,0,0,2,0,0,0,0,0,0,0,1,1,3443226572765,854142640520
11225379056178,14558,10493,11,10,26,2,0,0,-11225379421766,0,1,0,1,0,0,0,0,2,0,0,0,0,1,0,1,0,0,3443226572765,854142640520
